Código,Descripción,Categoría,Sección,Capítulo
48.9,OPERACION RECTO Y TEJIDO PERIRRECTAL OTRA,"48 OPERACIONES SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL",09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
48.91,INCISION ESTENOSIS RECTO,"48 OPERACIONES SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL",09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
48.92,MIECTOMIA ANORRECTAL,"48 OPERACIONES SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL",09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
48.93,REPARACION FISTULA PERIRRECTAL,"48 OPERACIONES SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL",09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
48.99,OPERACION RECTO Y TEJIDO PERIRRECTAL.OTRA,"48 OPERACIONES SOBRE RECTO, RECTOSIGMOIDE Y TEJIDO PERIRRECTAL",09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49,OPERACION ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.0,ESCISION TEJIDO PERIANAL,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.01,DRENAJE ABSCESO PERIANAL,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.02,INCISION TEJIDO PERIANAL OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.03,ESCISION COLGAJO CUTANEO PERIANAL,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.04,ESCISION TEJIDO PERIANAL.OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.1,ESCISION FISTULA PERIANAL,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.11,FISTULOTOMIA ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.12,FISTULECTOMIA ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.2,PROCEDIMIENTO DIAGNOSTICO ANO Y TEJIDO PERIANAL,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.21,ANOSCOPIA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.22,BIOPSIA TEJIDO PERIANAL,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.23,BIOPSIA ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.29,PROCEDIMIENTO DIAGNOSTICO ANO Y TEJIDO PERIANAL.OTRO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.3,ESCISION ANO LOCAL OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.31,ESCISION ANO LOCAL ENDOSCOPICA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.39,ESCISION ANO LOCAL.OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.4,OPERACION HEMORROIDES,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.41,REDUCCION HEMORROIDES,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.42,ESCLEROSIS HEMORROIDES,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.43,CAUTERIZACION HEMORROIDES,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.44,CRIOTERAPIA HEMORROIDES,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.45,LIGADURA HEMORROIDES,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.46,HEMORROIDECTOMIA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.47,EVACUACION HEMORROIDES TROMBOSADA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.49,OPERACION HEMORROIDES.OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.5,ESFINTEROTOMIA ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.51,ESFINTEROTOMIA ANO.LATERAL INTERNA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.52,ESFINTEROTOMIA ANO.POSTERIOR,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.59,ESFINTEROTOMIA ANO.OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.6,ESCISION ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.7,REPARACION ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.71,SUTURA ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.72,CERCLAJE ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.73,CIERRE FISTULA ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.74,TRANSPOSICION MUSCULO RECTO INTERNO EN INCONTINENCIA ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.75,IMPLANTACION O REVISION ESFINTER ANO ARTIFICIAL,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.76,RETIRADA ESFINTER ANO ARTIFICIAL,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.79,REPARACION ESFINTER ANO.OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.9,OPERACION ANO OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.91,INCISION TABIQUE ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.92,IMPLANTACION ESTIMULADOR ELECTRICO ANO SUBCUTANEO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.93,INCISION ANO OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.94,REDUCCION PROLAPSO ANO,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.95,CONTROL HEMORRAGIA ANO POSTOPERATORIA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
49.99,OPERACION ANO.OTRA,49 OPERACIONES SOBRE ANO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50,OPERACION HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.0,HEPATOTOMIA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.1,PROCEDIMIENTO DIAGNOSTICO HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.11,BIOPSIA HIGADO PERCUTANEA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.12,BIOPSIA HIGADO OTRA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.13,BIOPSIA HIGADO TRASYUGULAR,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.14,BIOPSIA HIGADO LAPAROSCOPICA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.19,PROCEDIMIENTO DIAGNOSTICO HIGADO.OTRO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.2,ESCISION HIGADO LOCAL,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.21,MARSUPIALIZACION LESION HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.22,HEPATECTOMIA PARCIAL,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.23,ABLACION ABIERTA LESION O TEJDO HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.24,ABLACION PERCUTANEA LESION O TEJIDO HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.25,ABLACION LAPAROSCOPICA LESION O TEJIDO HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.26,ABLACION LESION O TEJIDO HIGADO OTRA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.29,ESCISION HIGADO LOCAL OTRA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.3,LOBECTOMIA HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.4,HEPATECTOMIA TOTAL,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.5,TRASPLANTE HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.51,TRASPLANTE AUXILIAR HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.59,TRASPLANTE HIGADO.OTRO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.6,REPARACION HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.61,SUTURA HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.69,REPARACION HIGADO.OTRA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.9,OPERACION HIGADO OTRA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.91,ASPIRACION PERCUTANEA HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.92,ASISTENCIA EXTRACORPOREA HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.93,PERFUSION LOCALIZADA HIGADO,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.94,INYECCION SUSTANCIA TERAPEUTICA HIGADO OTRA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
50.99,OPERACION HIGADO.OTRA,50 OPERACIONES SOBRE HIGADO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51,OPERACION VESICULA Y TRACTO BILIAR,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.0,COLECISTOTOMIA Y COLECISTOSTOMIA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.01,ASPIRACION PERCUTANEA VESICULA BILIAR,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.02,COLECISTOSTOMIA POR TROCAR,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.03,COLECISTOSTOMIA OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.04,COLECISTOTOMIA OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.1,PROCEDIMIENTO DIAGNOSTICO VIA BILIAR PRINCIPAL,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.10,COLANGIOPANCREATOGRAFIA RETROGRADA ENDOSCOPICA [CPRE],51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.11,COLANGIOGRAFIA RETROGRADA ENDOSCOPICA [CRE],51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.12,BIOPSIA VESICULA BILIAR O VIA BILIAR CERRADA [PERCUTANEA],51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.13,BIOPSIA VESICULA BILIAR O VIA BILIAR ABIERTA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.14,BIOPSIA VIA BILIAR CERRADA [ENDOSCOPICA] OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.15,MEDICION PRESION ESFINTER DE ODDI,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.19,PROCEDIMIENTO DIAGNOSTICO VIA BILIAR.OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.2,COLECISTECTOMIA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.21,COLECISTECTOMIA PARCIAL OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.22,COLECISTECTOMIA ABIERTA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.23,COLECISTECTOMIA LAPAROSCOPICA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.24,COLECISTECTOMIA PARCIAL LAPAROSCOPICA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.3,ANASTOMOSIS VESICULA BILIAR O VIA BILIAR,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.31,ANASTOMOSIS VESICULA BILIAR A CONDUCTO HEPATICO,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.32,ANASTOMOSIS VESICULA BILIAR A INTESTINO,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.33,ANASTOMOSIS VESICULA BILIAR A PANCREAS,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.34,ANASTOMOSIS VESICULA BILIAR A ESTOMAGO,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.35,ANASTOMOSIS VESICULA BILIAR OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.36,COLEDOCOENTEROSTOMIA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.37,ANASTOMOSIS CONDUCTO HEPATICO A TUBO DIGESTIVO,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.39,ANASTOMOSIS VIA BILIAR.OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.4,INCISION VIA BILIAR DESOBSTRUCCION,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.41,EXPLORACION VIA BILIAR PARA EXTRACCION CALCULO,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.42,EXPLORACION VIA BILIAR PARA DESOBSTRUCCION,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.43,INTUBACION COLEDOCOHEPATICA PARA DESCOMPRESION,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.49,INCISION VIA BILIAR DESOBSTRUCCION OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.5,INCISION VIA BILIAR OTRA,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
51.51,EXPLORACION VIA BILIAR PRINCIPAL,51 OPERACIONES SOBRE VESICULA BILIAR Y TRACTO BILIAR,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO,09. (42 54) OPERACIONES SOBRE EL APARATO DIGESTIVO
